NAME_KURZ,terrace
03ba_ODM,"10534"
03ba_ODM,"8928"
03ba_ODM,"9557"
03ba_ODM,"8094"
03c_TDS_Mindel_Guenz_1800_780_ka,"1263"
03ba_ODM,"8244"
03bb_ODG,"9084"
03ba_ODM,"9101"
03ba_ODM,"9275"
03ba_ODM,"8401"
03ba_ODM,"8986"
03bb_ODG,"9402"
03bb_ODG,"9179"
06a_HDS_Donau_Biber_1800_780_ka,"1289"
03bb_ODG,"9614"
03ba_ODM,"8851"
03ba_ODM,"7364"
03ba_ODM,"9412"
03ba_ODM,"8562"
03bb_ODG,"9376"
03ba_ODM,"7521"
03bb_ODG,"9153"
03c_TDS_Mindel_Guenz_1800_780_ka,"1179"
03ba_ODM,"8885"
03ba_ODM,"8596"
03bb_ODG,"9727"
03ba_ODM,"8706"
03ba_ODM,"7287"
03bb_ODG,"8688"
03bb_ODG,"9127"
03c_TDS_Mindel_Guenz_1800_780_ka,"1185"
03bb_ODG,"9233"
03ba_ODM,"7440"
03ba_ODM,"8590"
03bb_ODG,"9701"
03c_TDS_Mindel_Guenz_1800_780_ka,"6973"
03bb_ODG,"9463"
03ba_ODM,"8063"
03bb_ODG,"8980"
03c_TDS_Mindel_Guenz_1800_780_ka,"1230"
06a_HDS_Donau_Biber_1800_780_ka,"1273"
03ba_ODM,"8798"
03ba_ODM,"9687"
10a_Hoehenschotter,"6732"
03c_TDS_Mindel_Guenz_1800_780_ka,"1236"
03ba_ODM,"9381"
03bb_ODG,"8716"
03ba_ODM,"8075"
06a_HDS_Donau_Biber_1800_780_ka,"1296"
03ba_ODM,"9439"
03ba_ODM,"7936"
03bb_ODG,"9067"
03bb_ODG,"8946"
03bb_ODG,"10515"
03bb_ODG,"8829"
03ba_ODM,"7409"
03bb_ODG,"9041"
03bb_ODG,"9476"
03bc_ODD,"9151"
03ba_ODM,"9168"
03ba_ODM,"9294"
03ba_ODM,"7859"
10a_Hoehenschotter,"10319"
03bc_ODD,"9030"
03bb_ODG,"8697"
03bb_ODG,"9132"
03c_TDS_Mindel_Guenz_1800_780_ka,"1190"
03ba_ODM,"9451"
03bb_ODG,"9015"
03ba_ODM,"8577"
03bb_ODG,"9706"
03ba_ODM,"8767"
03ba_ODM,"7264"
03ba_ODM,"9027"
03ba_ODM,"8185"
03bb_ODG,"9106"
03bb_ODG,"7420"
03bb_ODG,"9468"
03ba_ODM,"8635"
10a_Hoehenschotter,"7760"
03ba_ODM,"10544"
03bc_ODD,"9665"
10a_Hoehenschotter,"6725"
03bb_ODG,"7394"
03ba_ODM,"8329"
03bb_ODG,"9442"
03ba_ODM,"8040"
03ba_ODM,"9511"
03c_TDS_Mindel_Guenz_1800_780_ka,"1245"
03ba_ODM,"7356"
03bb_ODG,"8842"
03bb_ODG,"7489"
03b_OSDS_undiff_1800_780_ka,"7456"
03ba_ODM,"8490"
03ba_ODM,"9119"
03ba_ODM,"9404"
03c_TDS_Mindel_Guenz_1800_780_ka,"1251"
10a_Hoehenschotter,"9836"
03ba_ODM,"9430"
03ba_ODM,"8524"
03ba_ODM,"9263"
06a_HDS_Donau_Biber_1800_780_ka,"1285"
03bb_ODG,"7554"
03ba_ODM,"8681"
03ba_ODM,"9416"
03bb_ODG,"9485"
03ba_ODM,"8732"
10a_Hoehenschotter,"10304"
03bb_ODG,"8929"
03ba_ODM,"8992"
03bb_ODG,"8702"
06a_HDS_Donau_Biber_1800_780_ka,"6962"
03bb_ODG,"9141"
03c_TDS_Mindel_Guenz_1800_780_ka,"1199"
03ba_ODM,"8889"
03bb_ODG,"9247"
03bb_ODG,"9715"
03ba_ODM,"9165"
03ba_ODM,"7291"
03ba_ODM,"8176"
03ba_ODM,"7717"
03c_TDS_Mindel_Guenz_1800_780_ka,"1205"
03ba_ODM,"8915"
03bb_ODG,"9115"
03ba_ODM,"8626"
03ba_ODM,"9191"
03bb_ODG,"9689"
03bb_ODG,"9568"
03ba_ODM,"10507"
03c_TDS_Mindel_Guenz_1800_780_ka,"6961"
03ba_ODM,"8660"
03c_TDS_Mindel_Guenz_1800_780_ka,"1218"
06a_HDS_Donau_Biber_1800_780_ka,"1269"
03bb_ODG,"7282"
03ba_ODM,"8770"
03bb_ODG,"9663"
03ba_ODM,"9110"
03bb_ODG,"8624"
10a_Hoehenschotter,"6768"
03bb_ODG,"8730"
06a_HDS_Donau_Biber_1800_780_ka,"7017"
03ba_ODM,"8069"
03c_TDS_Mindel_Guenz_1800_780_ka,"1256"
03ba_ODM,"8243"
03ba_ODM,"7337"
03ba_ODM,"8804"
03bb_ODG,"9198"
03bb_ODG,"9304"
03bb_ODG,"9516"
03bc_ODD,"9618"
03ba_ODM,"7787"
03bb_ODG,"7351"
03ba_ODM,"8961"
03bb_ODG,"9399"
03c_TDS_Mindel_Guenz_1800_780_ka,"18685"
06a_HDS_Donau_Biber_1800_780_ka,"1292"
03ba_ODM,"8277"
03ba_ODM,"8672"
03ba_ODM,"9411"
03bb_ODG,"9055"
03bb_ODG,"9490"
03bb_ODG,"9611"
03c_TDS_Mindel_Guenz_1800_780_ka,"1166"
03ba_ODM,"8438"
03bb_ODG,"9373"
03bb_ODG,"9146"
03ba_ODM,"7706"
03c_TDS_Mindel_Guenz_1800_780_ka,"1172"
03bb_ODG,"8817"
03ba_ODM,"7397"
03bb_ODG,"9720"
03ba_ODM,"8713"
03ba_ODM,"7558"
03bb_ODG,"8791"
03c_TDS_Mindel_Guenz_1800_780_ka,"1210"
03ba_ODM,"8629"
06a_HDS_Donau_Biber_1800_780_ka,"5906"
03ba_ODM,"9214"
03ba_ODM,"9364"
10a_Hoehenschotter,"10239"
03c_TDS_Mindel_Guenz_1800_780_ka,"6966"
03ba_ODM,"8908"
10a_Hoehenschotter,"9933"
03ba_ODM,"8623"
03c_TDS_Mindel_Guenz_1800_780_ka,"1227"
06a_HDS_Donau_Biber_1800_780_ka,"1276"
03bb_ODG,"9551"
03ba_ODM,"10532"
10a_Hoehenschotter,"10246"
03c_TDS_Mindel_Guenz_1800_780_ka,"7270"
03bb_ODG,"7382"
03ba_ODM,"8381"
03ba_ODM,"8934"
03c_TDS_Mindel_Guenz_1800_780_ka,"1233"
03ba_ODM,"8202"
03bb_ODG,"9313"
03bb_ODG,"9748"
03ba_ODM,"9091"
03c_TDS_Mindel_Guenz_1800_780_ka,"7021"
06a_HDS_Donau_Biber_1800_780_ka,"1303"
03ba_ODM,"8849"
10a_Hoehenschotter,"10459"
03bb_ODG,"7451"
03bb_ODG,"9499"
03ba_ODM,"9710"
03bb_ODG,"8943"
03ba_ODM,"9010"
06a_HDS_Donau_Biber_1800_780_ka,"18827"
03bb_ODG,"9155"
10a_Hoehenschotter,"6684"
03c_TDS_Mindel_Guenz_1800_780_ka,"1181"
03bb_ODG,"8822"
03ba_ODM,"9757"
03bb_ODG,"8917"
03bb_ODG,"9352"
10a_Hoehenschotter,"10069"
03bb_ODG,"8690"
03ba_ODM,"8130"
03bb_ODG,"8796"
03c_TDS_Mindel_Guenz_1800_780_ka,"1187"
03bb_ODG,"9129"
03bb_ODG,"9235"
03bb_ODG,"9008"
03ba_ODM,"8588"
03ba_ODM,"9201"
03ba_ODM,"8762"
03ba_ODM,"7279"
03bb_ODG,"8196"
03bb_ODG,"9703"
03bb_ODG,"8664"
03ba_ODM,"9769"
03ba_ODM,"7432"
03bc_ODD,"9092"
03ba_ODM,"7297"
03bb_ODG,"8865"
03bb_ODG,"7391"
03ba_ODM,"8953"
03c_TDS_Mindel_Guenz_1800_780_ka,"1238"
03bb_ODG,"9318"
03ba_ODM,"7355"
03bb_ODG,"8839"
06a_HDS_Donau_Biber_1800_780_ka,"6006"
03ba_ODM,"7631"
03ba_ODM,"7781"
03bb_ODG,"8718"
03bb_ODG,"9413"
03ba_ODM,"7492"
03bb_ODG,"9292"
10a_Hoehenschotter,"10460"
03ba_ODM,"8384"
03ba_ODM,"9013"
03ba_ODM,"7550"
03ba_ODM,"8099"
03ba_ODM,"7700"
03ba_ODM,"9598"
03ba_ODM,"8834"
03bb_ODG,"7430"
03bc_ODD,"9145"
03ba_ODM,"9174"
10a_Hoehenschotter,"10317"
03bb_ODG,"9361"
03bb_ODG,"8699"
03ba_ODM,"9616"
03ba_ODM,"7694"
03c_TDS_Mindel_Guenz_1800_780_ka,"1192"
03bb_ODG,"9240"
03bb_ODG,"9017"
03bc_ODD,"8680"
03bb_ODG,"9708"
03ba_ODM,"8765"
03ba_ODM,"7851"
03bb_ODG,"8896"
03bb_ODG,"9591"
03bb_ODG,"9108"
10a_Hoehenschotter,"6689"
03bb_ODG,"7422"
03ba_ODM,"9760"
03ba_ODM,"7427"
03bb_ODG,"9682"
03ba_ODM,"9186"
03ba_ODM,"7320"
03ba_ODM,"7885"
03bb_ODG,"8647"
03ba_ODM,"7461"
03c_TDS_Mindel_Guenz_1800_780_ka,"1247"
03ba_ODM,"7346"
03ba_ODM,"7911"
03bb_ODG,"9539"
03ba_ODM,"9117"
06a_HDS_Donau_Biber_1800_780_ka,"18798"
03ba_ODM,"8353"
10a_Hoehenschotter,"9963"
06a_HDS_Donau_Biber_1800_780_ka,"1305"
03bb_ODG,"9301"
